State,County,Lawyers
Louisiana,St. John the Baptist,66
Louisiana,St. Landry,162
Louisiana,St. Martin,56
Louisiana,St. Mary,56
Louisiana,St. Tammany,1206
Louisiana,Tangipahoa,207
Louisiana,Tensas,8
Louisiana,Terrebonne,199
Louisiana,Union,13
Louisiana,Vermilion,61
Louisiana,Vernon,38
Louisiana,Washington,45
Louisiana,Webster,30
Louisiana,West Baton Rouge,57
Louisiana,West Carroll,6
Louisiana,West Feliciana,33
Louisiana,Winn,14
Maine,Androscoggin,208
Maine,Aroostook,72
Maine,Cumberland,2061
Maine,Franklin,25
Maine,Hancock,104
Maine,Kennebec,493
Maine,Knox,100
Maine,Lincoln,67
Maine,Oxford,45
Maine,Penobscot,325
Maine,Piscataquis,7
Maine,Sagadahoc,89
Maine,Somerset,33
Maine,Waldo,41
Maine,Washington,28
Maine,York,310
Maryland,Allegany,94
Maryland,Anne Arundel,1587
Maryland,Baltimore City,4927
Maryland,Baltimore County,2232
Maryland,Calvert,140
Maryland,Caroline,29
Maryland,Carroll,256
Maryland,Cecil,81
Maryland,Charles,149
Maryland,Dorchester,35
Maryland,Frederick,381
Maryland,Garrett,26
Maryland,Harford,333
Maryland,Howard,1110
Maryland,Kent,42
Maryland,Montgomery,4665
Maryland,Prince George's,1494
Maryland,Queen Anne's,78
Maryland,Somerset,15
Maryland,St. Mary's,92
Maryland,Talbot,124
Maryland,Washington,144
Maryland,Wicomico,161
Maryland,Worcester,97
Massachusetts,Barnstable,952
Massachusetts,Berkshire,354
Massachusetts,Bristol,1420
Massachusetts,Dukes,94
Massachusetts,Essex,3334
Massachusetts,Franklin,143
Massachusetts,Hampden,1507
Massachusetts,Hampshire,497
Massachusetts,Middlesex,9112
Massachusetts,Nantucket,49
Massachusetts,Norfolk,4395
Massachusetts,Plymouth,1723
Massachusetts,Suffolk,17735
Massachusetts,Worcester,2372
Michigan,Alcona,18
Michigan,Alger,17
Michigan,Allegan,152
Michigan,Alpena,60
Michigan,Antrim,64
Michigan,Arenac,15
Michigan,Baraga,6
Michigan,Barry,61
Michigan,Bay,196
Michigan,Benzie,41
Michigan,Berrien,317
Michigan,Branch,45
Michigan,Calhoun,222
Michigan,Cass,61
Michigan,Charlevoix,70
Michigan,Cheboygan,61
Michigan,Chippewa,63
Michigan,Clare,41
Michigan,Clinton,162
Michigan,Crawford,29
Michigan,Delta,60
Michigan,Dickinson,42
Michigan,Eaton,367
Michigan,Emmet,158
Michigan,Genesee,758
Michigan,Gladwin,25
Michigan,Gogebic,27
Michigan,Grand Traverse,587
Michigan,Gratiot,38
Michigan,Hillsdale,35
Michigan,Houghton,37
Michigan,Huron,56
Michigan,Ingham,2529
Michigan,Ionia,54
Michigan,Iosco,44
Michigan,Iron,27
Michigan,Isabella,115
Michigan,Jackson,322
Michigan,Kalamazoo,823
Michigan,Kalkaska,13
Michigan,Kent,2909
Michigan,Keweenaw,6
Michigan,Lake,101
Michigan,Lapeer,121
Michigan,Leelanau,114
Michigan,Lenawee,118
Michigan,Livingston,504
Michigan,Luce,9
Michigan,Mackinac,18
Michigan,Macomb,1931
Michigan,Manistee,47
Michigan,Marquette,144
Michigan,Mason,51
Michigan,Mecosta,59
Michigan,Menominee,25
Michigan,Midland,207
Michigan,Missaukee,10
Michigan,Monroe,223
Michigan,Montcalm,47
Michigan,Montmorency,5
Michigan,Muskegon,277
Michigan,Newaygo,39
Michigan,Oakland,11815
Michigan,Oceana,34
Michigan,Ogemaw,27
Michigan,Ontonagon,7
Michigan,Osceola,22
Michigan,Oscoda,7
Michigan,Otsego,56
Michigan,Ottawa,465
Michigan,Presque Isle,36
Michigan,Roscommon,31
Michigan,Saginaw,436
Michigan,Sanilac,52
Michigan,Schoolcraft,8
Michigan,Shiawassee,96
Michigan,St. Clair,688
Michigan,St. Joseph,1144
Michigan,Tuscola,46
Michigan,Van Buren,114
Michigan,Washtenaw,1959
Michigan,Wayne,6862
Michigan,Wexford,51
Minnesota,Aitkin,40
Minnesota,Anoka,695
Minnesota,Becker,79
Minnesota,Beltrami,131
Minnesota,Benton,51
Minnesota,Big Stone,9
Minnesota,Blue Earth,223
Minnesota,Brown,73
Minnesota,Carlton,57
Minnesota,Carver,328
Minnesota,Cass,75
Minnesota,Chippewa,27
Minnesota,Chisago,106
Minnesota,Clay,128
Minnesota,Clearwater,10
Minnesota,Cook,40
Minnesota,Cottonwood,18
Minnesota,Crow Wing,161
Minnesota,Dakota,2407
Minnesota,Dodge,23
Minnesota,Douglas,112
Minnesota,Faribault,27
Minnesota,Fillmore,38
Minnesota,Freeborn,59
Minnesota,Goodhue,116
Minnesota,Grant,12
Minnesota,Hennepin,17284
Minnesota,Houston,41
Minnesota,Hubbard,46
Minnesota,Isanti,63
Minnesota,Itasca,92
Minnesota,Jackson,17
Minnesota,Kanabec,13
Minnesota,Kandiyohi,95
Minnesota,Kittson,10
Minnesota,Koochiching,28
Minnesota,Lac qui Parle,7
Minnesota,Lake,31
Minnesota,Lake of the Woods,5
Minnesota,Le Sueur,60
Minnesota,Lincoln,11
Minnesota,Lyon,73
Minnesota,Mahnomen,7
Minnesota,Marshall,8
Minnesota,Martin,38
Minnesota,McLeod,66
Minnesota,Meeker,44
Minnesota,Mille Lacs,54
Minnesota,Morrison,35
Minnesota,Mower,84
Minnesota,Murray,6
Minnesota,Nicollet,53
Minnesota,Nobles,39
Minnesota,Norman,7
Minnesota,Olmsted,477
Minnesota,Otter Tail,140
Minnesota,Pennington,25
Minnesota,Pine,37
Minnesota,Pipestone,16
Minnesota,Polk,59
Minnesota,Pope,23
Minnesota,Ramsey,5998
Minnesota,Red Lake,2
Minnesota,Redwood,28
Minnesota,Renville,23
Minnesota,Rice,170
Minnesota,Rock,18
Minnesota,Roseau,19
Minnesota,Scott,301
Minnesota,Sherburne,102
Minnesota,Sibley,19
Minnesota,St. Louis,686
Minnesota,Stearns,509
Minnesota,Steele,93
Minnesota,Stevens,30
Minnesota,Swift,16
Minnesota,Todd,28
Minnesota,Traverse,4
Minnesota,Wabasha,42
Minnesota,Wadena,34
Minnesota,Waseca,32
Minnesota,Washington,1163
Minnesota,Watonwan,20
Minnesota,Wilkin,5
Minnesota,Winona,122
Minnesota,Wright,226
Minnesota,Yellow Medicine,23
Mississippi,Adams,81
Mississippi,Alcorn,47
Mississippi,Amite,8
Mississippi,Attala,20
Mississippi,Benton,7
Mississippi,Bolivar,75
Mississippi,Calhoun,10
Mississippi,Carroll,5
Mississippi,Chickasaw,14
Mississippi,Choctaw,5
Mississippi,Claiborne,8
Mississippi,Clarke,6
Mississippi,Clay,24
Mississippi,Coahoma,58
Mississippi,Copiah,32
Mississippi,Covington,14
Mississippi,Desoto,184
Mississippi,Forrest,354
Mississippi,Franklin,11
Mississippi,George,11
Mississippi,Greene,6
Mississippi,Grenada,44
Mississippi,Hancock,60
Mississippi,Harrison,661
Mississippi,Hinds,2132
Mississippi,Holmes,19
Mississippi,Humphreys,4
Mississippi,Issaquena,0
Mississippi,Itawamba,8
Mississippi,Jackson,232
Mississippi,Jasper,14
Mississippi,Jefferson,5
Mississippi,Jefferson Davis,4
Mississippi,Jones,96
Mississippi,Kemper,3
Mississippi,Lafayette,435
Mississippi,Lamar,25
Mississippi,Lauderdale,123
Mississippi,Lawrence,10
Mississippi,Leake,17
Mississippi,Lee,262
Mississippi,Leflore,66
Mississippi,Lincoln,42
Mississippi,Lowndes,96
Mississippi,Madison,971
Mississippi,Marion,22
Mississippi,Marshall,22
Mississippi,Monroe,37
Mississippi,Montgomery,13
Mississippi,Neshoba,41
Mississippi,Newton,15
Mississippi,Noxubee,4
Mississippi,Oktibbeha,67
Mississippi,Panola,52
Mississippi,Pearl River,41
Mississippi,Perry,3
Mississippi,Pike,67
Mississippi,Pontotoc,19
Mississippi,Prentiss,30
Mississippi,Quitman,5
Mississippi,Rankin,342
Mississippi,Scott,16
Mississippi,Sharkey,3
Mississippi,Simpson,32
Mississippi,Smith,13
Mississippi,Stone,14
Mississippi,Sunflower,21
Mississippi,Tallahatchie,15
Mississippi,Tate,19
Mississippi,Tippah,13
Mississippi,Tishomingo,17
Mississippi,Tunica,11
Mississippi,Union,26
Mississippi,Walthall,9
Mississippi,Warren,110
Mississippi,Washington,88
Mississippi,Wayne,15
Mississippi,Webster,10
Mississippi,Wilkinson,7
Mississippi,Winston,14
Mississippi,Yalobusha,15
Mississippi,Yazoo,15
Missouri,Adair,45
Missouri,Andrew,20
Missouri,Atchison,7
Missouri,Audrain,34
Missouri,Barry,25
Missouri,Barton,11
Missouri,Bates,11
Missouri,Benton,12
Missouri,Bollinger,6
Missouri,Boone,873
Missouri,Buchanan,135
Missouri,Butler,64
Missouri,Caldwell,6
Missouri,Callaway,53
Missouri,Camden,102
Missouri,Cape Girardeau,196
Missouri,Carroll,11
Missouri,Carter,6
Missouri,Cass,139
Missouri,Cedar,12
Missouri,Chariton,6
Missouri,Christian,135
Missouri,Clark,4
Missouri,Clay,743
Missouri,Clinton,29
Missouri,Cole,503
Missouri,Cooper,21
Missouri,Crawford,22
Missouri,Dade,8
Missouri,Dallas,11
Missouri,Daviess,10
Missouri,DeKalb,10
Missouri,Dent,18
Missouri,Douglas,10
Missouri,Dunklin,39
Missouri,Franklin,143
Missouri,Gasconade,14
Missouri,Gentry,5
Missouri,Greene,887
Missouri,Grundy,7
Missouri,Harrison,6
Missouri,Henry,25
Missouri,Hickory,6
Missouri,Holt,5
Missouri,Howard,16
Missouri,Howell,52
Missouri,Iron,6
Missouri,Jackson,3307
Missouri,Jasper,166
Missouri,Jefferson,249
Missouri,Johnson,96
Missouri,Knox,3
Missouri,Laclede,32
Missouri,Lafayette,30
Missouri,Lawrence,36
Missouri,Lewis,9
Missouri,Lincoln,36
Missouri,Linn,11
Missouri,Livingston,24
Missouri,Macon,17
Missouri,Madison,9
Missouri,Maries,7
Missouri,Marion,48
Missouri,McDonald,14
Missouri,Mercer,3
Missouri,Miller,19
Missouri,Mississippi,10
Missouri,Moniteau,26
Missouri,Monroe,8
Missouri,Montgomery,9
Missouri,Morgan,9
Missouri,New Madrid,13
Missouri,Newton,90
Missouri,Nodaway,13
Missouri,Oregon,10
Missouri,Osage,13
Missouri,Ozark,11
Missouri,Pemiscot,17
Missouri,Perry,15
Missouri,Pettis,47
Missouri,Phelps,74
Missouri,Pike,21
Missouri,Platte,554
Missouri,Polk,30
Missouri,Pulaski,32
Missouri,Putnam,4
Missouri,Ralls,8
Missouri,Randolph,27
Missouri,Ray,20
Missouri,Reynolds,5
Missouri,Ripley,10
Missouri,Saline,17
Missouri,Schuyler,4
Missouri,Scotland,4
Missouri,Scott,60
Missouri,Shannon,5
Missouri,Shelby,7
Missouri,St. Charles,828
Missouri,St. Clair,21
Missouri,St. Francois,67
Missouri,St. Louis,7229
Missouri,St. Louis City,2055
Missouri,Ste. Genevieve,19
Missouri,Stoddard,36
Missouri,Stone,24
Missouri,Sullivan,4
Missouri,Taney,60
Missouri,Texas,14
Missouri,Vernon,26
Missouri,Warren,29
Missouri,Washington,7
Missouri,Wayne,10
Missouri,Webster,27
Missouri,Worth,6
Missouri,Wright,8
Montana,Beaverhead,17
Montana,Big Horn,14
Montana,Blaine,3
Montana,Broadwater,3
Montana,Carbon,18
Montana,Carter,2
Montana,Cascade,211
Montana,Chouteau,3
Montana,Custer,14
Montana,Daniels,2
Montana,Dawson,9
Montana,Deer Lodge,19
Montana,Fallon,2
Montana,Fergus,15
Montana,Flathead,249
Montana,Gallatin,362
Montana,Garfield,1
Montana,Glacier,9
Montana,Golden Valley,0
Montana,Granite,6
Montana,Hill,23
Montana,Jefferson,9
Montana,Judith Basin,5
Montana,Lake,61
Montana,Lewis and Clark,566
Montana,Liberty,2
Montana,Lincoln,16
Montana,Madison,8
Montana,McCone,1
Montana,Meagher,0
Montana,Mineral,5
Montana,Missoula,665
Montana,Musselshell,1
Montana,Park,35
Montana,Petroleum,0
Montana,Phillips,2
Montana,Pondera,7
Montana,Powder River,1
Montana,Powell,5
Montana,Prairie,2
Montana,Ravalli,56
Montana,Richland,13
Montana,Roosevelt,8
Montana,Rosebud,2
Montana,Sanders,7
Montana,Sheridan,4
Montana,Silver Bow,67
Montana,Stillwater,6
Montana,Sweet Grass,4
Montana,Teton,8
Montana,Toole,5
Montana,Treasure,1
Montana,Valley,10
Montana,Wheatland,3
Montana,Wibaux,1
Montana,Yellowstone,537
Nebraska,Adams,44
Nebraska,Antelope,5
Nebraska,Arthur,0
Nebraska,Banner,2
Nebraska,Blaine,0
Nebraska,Boone,4
Nebraska,Box Butte,5
Nebraska,Boyd,0
Nebraska,Brown,6
Nebraska,Buffalo,91
Nebraska,Burt,5
Nebraska,Butler,5
Nebraska,Cass,52
Nebraska,Cedar,4
Nebraska,Chase,4
Nebraska,Cherry,13
Nebraska,Cheyenne,13
Nebraska,Clay,5
Nebraska,Colfax,3
Nebraska,Cuming,8
Nebraska,Custer,16
Nebraska,Dakota,16
Nebraska,Dawes,15
Nebraska,Dawson,33
Nebraska,Deuel,2
Nebraska,Dixon,7
Nebraska,Dodge,42
Nebraska,Douglas,2746
Nebraska,Dundy,4
Nebraska,Fillmore,6
Nebraska,Franklin,1
Nebraska,Frontier,3
Nebraska,Furnas,9
Nebraska,Gage,40
Nebraska,Garden,5
Nebraska,Garfield,2
Nebraska,Gosper,3
Nebraska,Grant,0
Nebraska,Greeley,1
Nebraska,Hall,97
Nebraska,Hamilton,19
Nebraska,Harlan,8
Nebraska,Hayes,0
Nebraska,Hitchcock,2
Nebraska,Holt,11
Nebraska,Hooker,1
Nebraska,Howard,4
Nebraska,Jefferson,4
Nebraska,Johnson,14
Nebraska,Kearney,6
Nebraska,Keith,26
Nebraska,Keya Paha,0
Nebraska,Kimball,1
Nebraska,Knox,9
Nebraska,Lancaster,1228
Nebraska,Lincoln,67
Nebraska,Logan,0
Nebraska,Loup,0
Nebraska,Madison,67
Nebraska,McPherson,0
Nebraska,Merrick,10
Nebraska,Morrill,5
Nebraska,Nance,4
Nebraska,Nemaha,3
Nebraska,Nuckolls,2
Nebraska,Otoe,27
Nebraska,Pawnee,5
Nebraska,Perkins,2
Nebraska,Phelps,17
Nebraska,Pierce,6
Nebraska,Platte,43
Nebraska,Polk,5
Nebraska,Red Willow,12
Nebraska,Richardson,15
Nebraska,Rock,1
Nebraska,Saline,14
Nebraska,Sarpy,392
Nebraska,Saunders,48
Nebraska,Scotts Bluff,66
Nebraska,Seward,22
Nebraska,Sheridan,3
Nebraska,Sherman,4
Nebraska,Sioux,3
Nebraska,Stanton,4
Nebraska,Thayer,5
Nebraska,Thomas,0
Nebraska,Thurston,5
Nebraska,Valley,8
Nebraska,Washington,39
Nebraska,Wayne,4
Nebraska,Webster,3
Nebraska,Wheeler,0
Nebraska,York,22
Nevada,Carson City,346
Nevada,Churchill,27
Nevada,Clark,6084
Nevada,Douglas,101
Nevada,Elko,92
Nevada,Esmeralda,1
Nevada,Eureka,2
Nevada,Humboldt,23
Nevada,Lander,4
Nevada,Lincoln,6
Nevada,Lyon,32
Nevada,Mineral,3
Nevada,Nye,31
Nevada,Pershing,8
Nevada,Storey,4
Nevada,Washoe,1654
Nevada,White Pine,17
New Hampshire,Belknap,126
New Hampshire,Carroll,79
New Hampshire,Cheshire,93
New Hampshire,Coos,22
New Hampshire,Grafton,182
New Hampshire,Hillsborough,1195
New Hampshire,Merrimack,937
New Hampshire,Rockingham,660
New Hampshire,Strafford,161
New Hampshire,Sullivan,44
New Jersey,Atlantic,818
New Jersey,Bergen,5156
New Jersey,Burlington,1980
New Jersey,Camden,3061
New Jersey,Cape May,240
New Jersey,Cumberland,218
New Jersey,Essex,5758
New Jersey,Gloucester,629
New Jersey,Hudson,2161
New Jersey,Hunterdon,611
New Jersey,Mercer,2795
New Jersey,Middlesex,2583
New Jersey,Monmouth,3139
New Jersey,Morris,4410
New Jersey,Ocean,1084
New Jersey,Passaic,1203
New Jersey,Salem,90
New Jersey,Somerset,1816
New Jersey,Sussex,325
New Jersey,Union,2511
New Jersey,Warren,206
New Mexico,Bernalillo,3137
New Mexico,Catron,3
New Mexico,Chaves,105
New Mexico,Cibola,25
New Mexico,Colfax,12
New Mexico,Curry,59
New Mexico,De Baca,0
New Mexico,Dona Ana,324
New Mexico,Eddy,54
New Mexico,Grant,34
New Mexico,Guadalupe,1
New Mexico,Harding,0
New Mexico,Hidalgo,0
New Mexico,Lea,70
New Mexico,Lincoln,30
New Mexico,Los Alamos,42
New Mexico,Luna,17
New Mexico,McKinley,57
New Mexico,Mora,3
New Mexico,Otero,64
New Mexico,Quay,14
New Mexico,Rio Arriba,17
New Mexico,Roosevelt,11
New Mexico,San Juan,108
New Mexico,San Miguel,43
New Mexico,Sandoval,155
New Mexico,Santa Fe,1086
New Mexico,Sierra,10
New Mexico,Socorro,23
New Mexico,Taos,84
New Mexico,Torrance,7
New Mexico,Union,4
New Mexico,Valencia,58
New York,Albany,4939
New York,Allegany,54
New York,Bronx,3201
New York,Broome,607
New York,Cattaraugus,136
New York,Cayuga,142
New York,Chautauqua,263
New York,Chemung,170
New York,Chenango,73
New York,Clinton,149
New York,Columbia,262
New York,Cortland,87
New York,Delaware,92
New York,Dutchess,1127
New York,Erie,5669
New York,Essex,102
New York,Franklin,96
New York,Fulton,76
New York,Genesee,114
New York,Greene,131
New York,Hamilton,22
New York,Herkimer,73
New York,Jefferson,157
New York,Kings,10266
New York,Lewis,27
New York,Livingston,108
New York,Madison,129
New York,Monroe,3657
New York,Montgomery,81
New York,Nassau,14866
New York,New York,95005
New York,Niagara,398
New York,Oneida,614
New York,Onondaga,2562
New York,Ontario,286
New York,Orange,1136
New York,Orleans,31
New York,Oswego,135
New York,Otsego,154
New York,Putnam,406
New York,Queens,7176
New York,Rensselaer,591
New York,Richmond,1538
New York,Rockland,1608
New York,Saratoga,816
New York,Schenectady,602
New York,Schoharie,55
New York,Schuyler,35
New York,Seneca,39
New York,St. Lawrence,147
New York,Steuben,200
New York,Suffolk,8265
New York,Sullivan,225
New York,Tioga,52
New York,Tompkins,455
New York,Ulster,613
New York,Warren,274
New York,Washington,85
New York,Wayne,119
New York,Westchester,11709
New York,Wyoming,52
New York,Yates,37
North Carolina,Alamance,212
North Carolina,Alexander,19
North Carolina,Alleghany,9
North Carolina,Anson,17
North Carolina,Ashe,21
North Carolina,Avery,19
North Carolina,Beaufort,66
North Carolina,Bertie,10
North Carolina,Bladen,29
North Carolina,Brunswick,151
North Carolina,Buncombe,745
North Carolina,Burke,76
North Carolina,Cabarrus,237
North Carolina,Caldwell,47
North Carolina,Camden,2
North Carolina,Carteret,124
North Carolina,Caswell,14
North Carolina,Catawba,197
North Carolina,Chatham,94
North Carolina,Cherokee,31
North Carolina,Chowan,17
North Carolina,Clay,12
North Carolina,Cleveland,84
North Carolina,Columbus,62
North Carolina,Craven,188
North Carolina,Cumberland,385
North Carolina,Currituck,16
North Carolina,Dare,88
North Carolina,Davidson,112
North Carolina,Davie,45
North Carolina,Duplin,30
North Carolina,Durham,1411
North Carolina,Edgecombe,53
North Carolina,Forsyth,1223
North Carolina,Franklin,51
North Carolina,Gaston,287
North Carolina,Gates,2
North Carolina,Graham,6
North Carolina,Granville,161
North Carolina,Greene,6
North Carolina,Guilford,1326
North Carolina,Guilford-High Pt.,175
North Carolina,Halifax,42
North Carolina,Harnett,100
North Carolina,Haywood,91
North Carolina,Henderson,140
North Carolina,Hertford,30
North Carolina,Hoke,33
North Carolina,Hyde,5
North Carolina,Iredell,249
North Carolina,Jackson,72
North Carolina,Johnston,182
North Carolina,Jones,5
North Carolina,Lee,73
North Carolina,Lenoir,59
North Carolina,Lincoln,70
North Carolina,Macon,37
North Carolina,Madison,17
North Carolina,Martin,14
North Carolina,McDowell,43
North Carolina,Mecklenburg,5634
North Carolina,Mitchell,13
North Carolina,Montgomery,14
North Carolina,Moore,165
North Carolina,Nash,126
North Carolina,New Hanover,812
North Carolina,Northampton,11
North Carolina,Onslow,146
North Carolina,Orange,869
North Carolina,Pamlico,11
North Carolina,Pasquotank,59
North Carolina,Pender,55
North Carolina,Perquimans,7
North Carolina,Person,40
North Carolina,Pitt,286
North Carolina,Polk,23
North Carolina,Randolph,108
North Carolina,Richmond,47
North Carolina,Robeson,119
North Carolina,Rockingham,69
North Carolina,Rowan,148
North Carolina,Rutherford,45
North Carolina,Sampson,43
North Carolina,Scotland,24
North Carolina,Stanly,56
North Carolina,Stokes,30
North Carolina,Surry,74
North Carolina,Swain,19
North Carolina,Transylvania,40
North Carolina,Tyrrell,2
North Carolina,Union,246
North Carolina,Vance,38
North Carolina,Wake,5947
North Carolina,Warren,11
North Carolina,Washington,4
North Carolina,Watauga,103
North Carolina,Wayne,105
North Carolina,Wilkes,65
North Carolina,Wilson,104
North Carolina,Yadkin,28
North Carolina,Yancey,18
North Dakota,Adams,2
North Dakota,Barnes,10
North Dakota,Benson,2
North Dakota,Billings,2
North Dakota,Bottineau,5
North Dakota,Bowman,3
North Dakota,Burke,1
North Dakota,Burleigh,483
North Dakota,Cass,518
North Dakota,Cavalier,4
North Dakota,Dickey,4
North Dakota,Divide,2
North Dakota,Dunn,1
North Dakota,Eddy,4
North Dakota,Emmons,3
North Dakota,Foster,4
North Dakota,Golden Valley,0
North Dakota,Grand Forks,191
North Dakota,Grant,1
North Dakota,Griggs,1
North Dakota,Hettinger,3
North Dakota,Kidder,1
North Dakota,LaMoure,3
North Dakota,Logan,1
North Dakota,McHenry,1
North Dakota,McIntosh,4
North Dakota,McKenzie,14
North Dakota,McLean,5
North Dakota,Mercer,7
North Dakota,Morton,50
North Dakota,Mountrail,8
North Dakota,Nelson,3
North Dakota,Oliver,2
North Dakota,Pembina,8
North Dakota,Pierce,4
North Dakota,Ramsey,25
North Dakota,Ransom,5
North Dakota,Renville,1
North Dakota,Richland,21
North Dakota,Rolette,3
North Dakota,Sargent,3
North Dakota,Sheridan,1
North Dakota,Sioux,2
North Dakota,Slope,0
North Dakota,Stark,55
North Dakota,Steele,0
North Dakota,Stutsman,26
North Dakota,Towner,6
North Dakota,Traill,9
North Dakota,Walsh,13
North Dakota,Ward,109
North Dakota,Wells,1
North Dakota,Williams,59
Ohio,Adams,25
Ohio,Allen,156
Ohio,Ashland,46
