CBSA,MSA,n_lawyers,n_labeled_lawyers,n_zero_label_lawyers,Bankruptcy Law_normalized_1overN_count,Civil Litigation_normalized_1overN_count,Corporate / Business Law_normalized_1overN_count,Criminal Defense_normalized_1overN_count,Employment / Labor Law_normalized_1overN_count,Estate Planning / Probate / Trusts_normalized_1overN_count,Family Law_normalized_1overN_count,General Practice / Other_normalized_1overN_count,Immigration Law_normalized_1overN_count,Intellectual Property Law_normalized_1overN_count,Personal Injury / Torts_normalized_1overN_count,Real Estate Law_normalized_1overN_count,Tax Law_normalized_1overN_count
11200,"Amherst Town-Northampton, MA",834,455,379,7.727777777777778,74.24722222222222,62.71388888888889,43.830555555555556,34.71388888888889,47.955555555555556,40.852777777777774,37.09444444444444,5.533333333333333,8.858333333333333,29.030555555555555,51.14722222222222,11.294444444444444
11260,"Anchorage, AK",2747,1868,879,39.88257575757576,455.15321067821066,413.14844877344876,138.39249639249638,162.38892496392495,93.945670995671,125.54130591630592,63.34249639249639,29.241305916305915,14.963492063492064,167.06785714285715,134.46233766233766,30.469877344877343
11460,"Ann Arbor, MI",2587,2034,553,31.28145743145743,355.78820346320344,430.5632034632035,157.2952380952381,139.0453463203463,177.70606060606062,134.0333694083694,110.42882395382395,54.72857142857143,119.2874098124098,89.38740981240981,167.5512987012987,66.9036075036075
11500,"Anniston-Oxford, AL",284,158,126,9.652380952380952,34.76190476190476,11.611904761904762,20.426190476190477,8.90952380952381,12.978571428571428,22.11190476190476,8.576190476190476,0.0,0.0,17.345238095238095,10.959523809523809,0.6666666666666666
11540,"Appleton, WI",610,389,221,8.969047619047618,67.9047619047619,72.92142857142858,26.495238095238093,21.369047619047617,42.56190476190476,40.07142857142857,17.026190476190475,1.1666666666666665,6.566666666666666,42.84285714285714,34.1047619047619,7.0
11700,"Asheville, NC",1827,1131,696,39.637301587301586,216.8972222222222,183.45198412698412,121.47222222222221,67.58690476190476,108.33769841269842,91.97817460317461,32.74960317460317,7.05,21.426190476190477,85.2265873015873,132.19722222222222,22.988888888888887
12020,"Athens-Clarke County, GA",962,701,261,22.203968253968252,142.19166666666666,118.43214285714285,61.80277777777778,40.98968253968254,56.025,67.56666666666666,20.184126984126983,9.025,14.27579365079365,68.33214285714286,58.68928571428572,21.28174603174603
12060,"Atlanta-Sandy Springs-Roswell, GA",42374,33912,8462,990.7986402486403,6392.205783105783,7464.501814851815,2089.1442751692753,2915.623495948496,1435.9116994116994,2136.653762903763,848.3005522255522,606.7468364968365,1491.8161005661007,2959.344635919636,3651.8065767565768,929.1458263958264
12100,"Atlantic City-Hammonton, NJ",1803,1161,642,32.128571428571426,237.79761904761904,213.3642857142857,75.1313492063492,102.0079365079365,66.93928571428572,67.03968253968254,52.64523809523809,5.199999999999999,10.783333333333333,136.85714285714286,136.6654761904762,24.440079365079363
12220,"Auburn-Opelika, AL",456,281,175,10.181349206349207,59.87380952380952,31.735714285714284,28.864285714285714,12.156746031746032,17.89761904761905,26.423809523809524,18.542857142857144,1.9166666666666665,0.6361111111111111,39.614285714285714,27.690079365079367,5.466666666666667
12260,"Augusta-Richmond County, GA-SC",1432,1008,424,35.03968253968254,190.17698412698414,128.6579365079365,101.74087301587302,73.10674603174603,76.4734126984127,98.06825396825397,40.44126984126984,5.468253968253968,14.397619047619047,125.97936507936508,102.00753968253969,16.442063492063493
12420,"Austin-Round Rock-San Marcos, TX",18391,14466,3925,281.03834776334776,3326.276479076479,3480.533621933622,1147.6737012987012,817.8629509379509,763.6193362193362,820.3875541125541,290.3693362193362,229.5151515151515,877.8893578643579,840.0034632034632,1134.2578282828283,456.5728715728716
12540,"Bakersfield-Delano, CA",1148,790,358,18.90833333333333,127.43571428571428,135.88571428571427,109.6595238095238,95.19285714285714,50.81071428571428,57.55119047619048,31.46785714285714,9.083333333333332,16.476190476190474,56.51785714285714,65.80952380952381,15.201190476190476
12580,"Baltimore-Columbia-Towson, MD",20373,13862,6511,369.86079753579753,3016.163575313575,2644.046908646909,989.2441308691309,955.352861027861,930.6766705516706,839.843734043734,594.14560994561,162.62335164835164,347.88893606393606,1234.2040515040514,1369.2254800754802,408.72389277389277
12620,"Bangor, ME",562,362,200,9.475793650793651,73.32103174603175,52.69484126984127,33.41031746031746,26.20079365079365,34.69484126984127,28.351984126984128,15.752380952380951,6.241666666666667,8.125,26.561507936507937,44.1031746031746,3.0666666666666664
12700,"Barnstable Town, MA",1779,1003,776,22.052380952380954,159.2746031746032,168.72698412698412,75.83055555555555,41.81111111111111,130.46507936507936,77.25555555555556,59.85674603174603,2.5595238095238093,21.541666666666668,60.849603174603175,156.30555555555554,26.47063492063492
12940,"Baton Rouge, LA",6293,3602,2691,88.43849206349206,842.125,717.6083333333333,198.69880952380953,205.81190476190477,200.12579365079364,199.83333333333334,147.52579365079364,21.313492063492063,51.84880952380952,586.4559523809523,268.1174603174603,74.0968253968254
12980,"Battle Creek, MI",278,224,54,4.192857142857143,29.62579365079365,34.092460317460315,36.66626984126984,13.910714285714285,27.309126984126983,29.373412698412697,10.852777777777778,1.5095238095238095,3.5095238095238095,8.326190476190476,21.11626984126984,3.515079365079365
13020,"Bay City, MI",222,178,44,10.542460317460318,27.95793650793651,18.203968253968252,29.994444444444444,10.742460317460317,18.08888888888889,24.20793650793651,10.951984126984128,0.0,0.9166666666666666,11.713888888888889,12.846031746031747,1.8333333333333333
13140,"Beaumont-Port Arthur, TX",1028,847,181,15.019841269841269,159.3357142857143,115.01071428571429,101.36865079365079,40.08531746031746,75.64285714285714,65.00595238095238,23.23611111111111,5.215873015873016,7.656349206349207,171.00238095238095,55.04047619047619,13.379761904761905
13220,"Beckley, WV",259,128,131,3.242857142857143,23.29047619047619,16.097619047619048,11.566666666666666,7.8809523809523805,9.607142857142858,13.373809523809523,6.7595238095238095,0.0,0.2,17.84047619047619,17.357142857142858,0.7833333333333333
13380,"Bellingham, WA",799,621,178,11.271825396825397,107.09563492063492,81.48611111111111,67.41150793650793,34.08134920634921,38.62261904761905,42.14404761904762,68.75277777777778,19.15833333333333,20.37579365079365,45.41825396825397,78.40277777777777,6.778968253968253
13460,"Bend, OR",1014,669,345,16.71309523809524,108.63571428571429,118.72380952380952,70.66190476190476,40.8297619047619,60.482142857142854,70.46666666666667,33.20595238095238,7.333333333333333,19.054761904761904,34.121428571428574,73.51666666666667,15.254761904761905
13740,"Billings, MT",951,694,257,31.255627705627706,149.11872294372293,118.83300865800865,43.48459595959596,58.23142135642136,44.290151515151514,36.72348484848485,20.858730158730157,1.6166666666666667,7.922294372294372,93.09015151515152,66.28777056277056,22.287373737373738
13780,"Binghamton, NY",863,625,238,10.609595959595959,109.92864357864357,101.72864357864357,46.259595959595956,50.47864357864358,71.36197691197691,51.385786435786436,20.3004329004329,1.7666666666666666,18.007575757575758,37.66911976911977,96.4508658008658,9.052453102453102
13820,"Birmingham, AL",9218,5880,3338,188.99769119769118,1383.898484848485,1185.0294372294372,299.88142135642136,498.6084054834055,275.2290404040404,310.3794372294372,280.07189754689756,32.20198412698413,82.85119047619048,785.5091991341991,441.59451659451656,115.74729437229438
13900,"Bismarck, ND",760,382,378,10.126587301587302,89.02063492063492,84.64444444444445,31.219444444444445,22.171825396825398,26.353968253968254,21.757142857142856,20.74563492063492,1.4166666666666667,1.8928571428571428,34.359920634920634,32.228968253968254,6.061904761904762
13980,"Blacksburg-Christiansburg-Radford, VA",351,187,164,2.1166666666666667,31.095238095238095,28.495238095238093,32.0452380952381,9.526190476190475,13.528571428571428,17.335714285714285,11.402380952380952,2.0,5.533333333333333,16.926190476190477,15.961904761904762,1.0333333333333332
14010,"Bloomington, IL",644,436,208,9.592857142857143,102.04642857142856,54.260714285714286,39.775,35.96666666666667,32.92142857142857,40.23452380952381,15.910714285714285,4.4,2.0428571428571427,51.0797619047619,40.87738095238095,6.891666666666667
14020,"Bloomington, IN",847,482,365,10.327813852813852,85.91471861471861,79.51471861471862,41.70400432900433,20.636147186147184,47.057575757575755,44.87900432900433,41.21233766233766,3.15,13.707575757575757,37.48095238095238,42.99090909090909,13.424242424242424
14260,"Boise City, ID",3794,2295,1499,64.0507215007215,458.0364357864358,471.61857864357864,174.7110028860029,156.20508658008657,138.11381673881675,134.99592352092353,158.51778499278498,23.337734487734487,71.79924242424242,171.24238816738816,222.60032467532469,49.770959595959596
14460,"Boston-Cambridge-Newton, MA-NH",57199,31525,25674,649.5865301365301,5987.675419025419,7468.329784104784,1530.0123237873238,1917.7873237873237,1950.8837523587524,1543.9309745809746,1889.0304695304694,543.7308302808302,1810.0349067599068,1953.816292041292,3341.7333555333553,938.4480380730381
14500,"Boulder, CO",3079,1957,1122,35.81150793650794,335.2964285714286,469.31071428571425,145.2968253968254,93.07698412698413,105.41904761904762,144.18928571428572,64.30039682539683,43.98134920634921,134.6781746031746,95.36190476190475,240.51785714285714,49.759523809523806
14540,"Bowling Green, KY",565,407,158,15.590873015873015,92.13650793650794,42.61984126984127,37.842460317460315,35.788492063492065,26.793650793650794,29.699603174603173,20.322222222222223,3.5206349206349206,4.1,60.275396825396825,32.9984126984127,5.311904761904762
14580,"Bozeman, MT",640,412,228,4.270238095238096,85.42023809523809,90.47023809523809,26.413492063492065,23.909523809523808,25.81904761904762,21.724206349206348,14.430555555555555,0.16666666666666666,11.547222222222222,42.09166666666667,60.95357142857143,4.783333333333333
14740,"Bremerton-Silverdale-Port Orchard, WA",1078,817,261,16.284126984126985,147.4892857142857,121.28095238095239,76.83611111111111,48.13214285714286,64.71309523809524,45.88055555555555,87.77579365079364,6.412301587301587,20.055555555555554,60.87619047619047,104.53412698412698,16.729761904761904
15180,"Brownsville-Harlingen, TX",765,617,148,12.190079365079365,109.24126984126984,69.14007936507936,105.11031746031746,30.568253968253966,34.65238095238095,45.03888888888889,12.823412698412698,56.12301587301587,4.878968253968254,85.03650793650793,42.3984126984127,9.798412698412697
15260,"Brunswick-St. Simons, GA",626,458,168,10.78953823953824,87.49072871572871,84.87406204906205,40.88055555555555,28.508189033189034,27.73001443001443,35.64390331890332,18.539141414141415,4.786363636363637,4.934920634920635,50.73596681096681,53.39787157287157,9.688744588744589
15380,"Buffalo-Cheektowaga, NY",7165,4549,2616,101.0079365079365,883.4865079365079,832.8666666666667,281.50674603174605,367.0496031746032,296.05833333333334,267.9876984126984,156.87460317460318,81.67619047619047,107.60198412698412,574.1607142857142,479.94603174603174,118.77698412698413
15500,"Burlington, NC",350,181,169,5.767857142857142,32.541666666666664,29.59404761904762,25.81904761904762,11.217857142857143,13.727380952380953,18.777380952380952,6.15,0.9428571428571428,3.0666666666666664,15.676190476190476,14.077380952380953,3.6416666666666666
15540,"Burlington-South Burlington, VT",1395,946,449,17.03268398268398,192.00609668109666,223.63943001443002,52.89419191919192,78.91323953823954,50.12038239538239,47.8774531024531,31.588239538239538,16.30952380952381,29.4024531024531,76.54657287157288,111.33943001443001,18.33030303030303
15940,"Canton-Massillon, OH",1269,934,335,27.597041847041847,144.54108946608946,170.30299422799422,71.23394660894661,84.38513708513709,104.00418470418471,76.21727994227994,49.93116883116883,2.75,23.359523809523807,67.89227994227994,86.41251803751804,25.3728354978355
15980,"Cape Coral-Fort Myers, FL",2675,1886,789,46.968650793650795,361.4742063492063,269.46230158730157,163.54325396825396,107.14206349206349,201.13611111111112,135.17738095238096,57.524206349206345,17.86904761904762,24.979761904761904,208.89523809523808,248.4218253968254,43.40595238095238
16020,"Cape Girardeau, MO-IL",273,192,81,7.175,36.7297619047619,24.929761904761904,21.11904761904762,15.273809523809524,18.922619047619047,16.070238095238096,10.831349206349206,0.0,1.0,22.913095238095238,14.717460317460317,2.317857142857143
16180,"Carson City, NV",507,281,226,5.917857142857143,72.8702380952381,51.88809523809524,17.520238095238096,22.377380952380953,15.363095238095237,17.379761904761903,12.842857142857143,2.0,7.25,15.19404761904762,30.470238095238095,9.926190476190476
16220,"Casper, WY",356,221,135,6.671428571428572,36.46666666666667,43.7,21.589285714285715,14.057142857142857,18.17142857142857,13.070238095238095,21.74404761904762,0.6,1.7619047619047619,25.538095238095238,13.888095238095238,3.7416666666666667
16300,"Cedar Rapids, IA",1156,707,449,23.238095238095237,141.15515873015872,124.43849206349206,55.69920634920635,73.76904761904761,52.71230158730159,52.86785714285714,36.46349206349206,1.95,13.681746031746032,56.38174603174603,51.23849206349206,23.40436507936508
16540,"Chambersburg, PA",242,139,103,3.1083333333333334,20.725,24.625,8.008333333333333,10.241666666666667,20.575,11.725,7.016666666666667,0.49999999999999994,0.25,11.741666666666667,17.53333333333333,2.95
16580,"Champaign-Urbana, IL",882,588,294,6.723015873015873,110.56507936507936,82.00555555555556,37.179761904761904,48.532539682539685,58.69603174603174,47.62936507936508,29.017460317460316,4.677777777777778,13.103571428571428,59.18293650793651,72.4984126984127,18.188492063492063
16620,"Charleston, WV",2424,1583,841,34.635714285714286,456.65396825396823,327.5642857142857,63.90555555555555,172.47261904761905,40.24801587301587,48.15277777777778,50.48373015873016,4.0,9.325,245.59920634920636,95.62539682539682,34.333730158730155
16700,"Charleston-North Charleston, SC",5527,3370,2157,67.27662337662338,707.8920995670995,604.4909090909091,208.5504329004329,231.5754329004329,179.86709956709956,221.08095238095237,90.29329004329004,22.758333333333333,57.08614718614719,537.040909090909,384.2587662337662,57.82900432900433
16740,"Charlotte-Concord-Gastonia, NC-SC",12365,7507,4858,241.02031024531024,1260.6647546897548,1860.5588023088023,505.6012626262626,614.700468975469,444.4449134199134,478.34451659451656,170.96829004329004,98.445670995671,255.1258658008658,501.1627344877345,880.9576118326119,195.00479797979798
16820,"Charlottesville, VA",1971,905,1066,24.257936507936506,168.9031746031746,201.8031746031746,70.2579365079365,43.39365079365079,72.5531746031746,68.75079365079365,44.55,9.083333333333334,30.659523809523808,73.86746031746031,79.37698412698413,17.54285714285714
16860,"Chattanooga, TN-GA",2327,1674,653,58.98532856032856,324.66826506826504,283.2222333222333,155.48846708846708,144.5281857031857,124.35834443334443,112.16866189366189,75.07143967143968,18.475732600732602,33.18648296148296,148.99643967143967,153.14921744921745,41.701201576201576
16940,"Cheyenne, WY",957,525,432,17.592496392496393,114.66356421356421,105.01356421356421,36.82388167388167,35.36832611832612,34.60165945165945,29.22308802308802,34.69650072150072,2.6,5.590909090909091,52.5492784992785,40.39570707070707,15.881024531024531
16980,"Chicago-Naperville-Elgin, IL-IN",85391,55818,29573,1556.4075147075148,11862.802788877789,13123.62263014763,2451.5833444333443,4046.0107253857254,2686.77263014763,2673.8011655011655,2330.780819180819,682.123026973027,2720.354736929737,4188.280963480964,5701.918265068265,1793.541389166389
17020,"Chico, CA",478,332,146,10.892857142857142,57.40238095238095,39.16904761904762,48.042857142857144,32.80238095238095,34.05238095238095,26.192857142857143,18.5,1.4761904761904763,3.1166666666666667,24.526190476190475,29.95952380952381,5.866666666666666
17140,"Cincinnati, OH-KY-IN",13092,9176,3916,313.1724136974137,1711.2497946497947,1824.8505883005882,673.4482073482073,768.5986041736041,665.3315406815407,535.0279692529692,402.2806027306027,91.43897213897213,357.6690226440226,727.6093184593185,794.5359057609057,310.7870601620602
17300,"Clarksville, TN-KY",630,447,183,12.079365079365079,88.0734126984127,40.79960317460317,68.9063492063492,25.361507936507937,33.961507936507935,58.801984126984124,25.95515873015873,2.426190476190476,2.8206349206349204,51.94325396825397,30.721825396825395,5.14920634920635
17410,"Cleveland, OH",17741,12370,5371,351.39274614274615,2339.903857253857,2617.3669524919524,816.338381063381,1082.4784604284605,831.0026667776667,558.215762015762,581.7111804861805,128.97110112110113,534.0454517704518,1125.1967143967145,990.1578255078255,413.21890054390053
17420,"Cleveland, TN",197,134,63,4.80515873015873,20.49047619047619,15.188095238095238,17.522222222222222,8.53531746031746,12.407142857142857,13.540476190476191,10.15079365079365,1.2777777777777777,1.0595238095238095,15.821031746031746,11.113095238095237,2.088888888888889
17660,"Coeur d'Alene, ID",534,357,177,10.942135642135643,67.41832611832612,48.675468975468974,31.68380230880231,20.410786435786434,33.89213564213564,32.38816738816739,24.754040404040403,0.125,6.3845238095238095,29.192135642135643,43.78499278499278,7.348484848484849
17780,"College Station-Bryan, TX",653,501,152,9.14606782106782,72.4222582972583,80.53654401154401,77.3333694083694,19.21154401154401,49.36630591630592,44.36749639249639,12.66984126984127,7.1829725829725835,14.622655122655122,47.60003607503607,58.80638528138528,7.734523809523809
17820,"Colorado Springs, CO",2603,1516,1087,35.01468253968254,247.68849206349205,234.8956349206349,193.61388888888888,87.52857142857142,123.25238095238095,188.59563492063492,75.73690476190477,14.825,32.833333333333336,129.4670634920635,119.50158730158729,33.0468253968254
17860,"Columbia, MO",897,599,298,20.256349206349206,129.28531746031746,80.67579365079365,74.64246031746032,45.52579365079365,50.78650793650794,55.95674603174603,26.136904761904763,4.25,6.10515873015873,55.801984126984124,35.99126984126984,13.585714285714285
17900,"Columbia, SC",5545,3189,2356,126.10043290043289,779.102417027417,540.9655122655123,227.65717893217894,281.6488455988456,154.87741702741704,210.75321067821068,85.90162337662338,14.891666666666666,29.817063492063493,336.87940115440114,339.9595598845599,60.445670995670994
17980,"Columbus, GA-AL",856,631,225,16.905158730158732,125.05436507936508,83.1781746031746,55.75079365079365,44.60079365079365,46.521031746031746,56.361507936507934,26.924603174603174,9.833333333333334,8.883333333333333,90.33373015873016,53.85912698412698,12.79404761904762
18020,"Columbus, IN",247,161,86,2.2928571428571427,26.69047619047619,31.323809523809523,12.045238095238096,8.023809523809524,19.961904761904762,19.107142857142858,8.411904761904761,0.16666666666666666,3.95,13.10952380952381,14.157142857142857,1.7595238095238095
18140,"Columbus, OH",15189,11059,4130,313.05169552669554,2348.092171717172,2389.056060606061,846.277886002886,1024.3755050505051,649.184632034632,622.6219336219336,472.03737373737374,156.42662337662338,211.14054834054835,717.2607864357864,854.5830447330447,454.89173881673884
18580,"Corpus Christi, TX",1379,1120,259,32.27344877344877,204.10717893217893,164.23376623376623,157.00559163059162,56.613095238095234,82.36194083694083,91.31511544011543,21.528210678210677,15.291305916305916,7.298015873015873,188.25797258297257,80.08455988455988,19.62979797979798
18700,"Corvallis, OR",251,142,109,1.3333333333333333,19.233333333333334,22.35,18.2,6.416666666666666,17.483333333333334,18.15,8.2,1.0833333333333333,6.116666666666667,7.666666666666666,13.35,2.4166666666666665
18880,"Crestview-Fort Walton Beach-Destin, FL",967,682,285,22.419444444444444,124.36111111111111,119.5063492063492,61.17301587301587,29.007936507936506,65.84920634920636,50.30396825396826,32.79047619047619,6.25,8.325,51.84047619047619,101.06111111111112,9.111904761904762
19100,"Dallas-Fort Worth-Arlington, TX",42226,33868,8358,1178.5424048174048,5616.684107559107,8726.942837717837,2563.4764957264956,1893.2102258852258,1959.7384726384726,2076.7923687423686,636.6166833166833,642.7659618159618,1610.9031912531912,2502.882484182484,3324.0784798534796,1135.3662864912865
19140,"Dalton, GA",333,261,72,4.866666666666666,51.62619047619047,29.80952380952381,31.09285714285714,21.909523809523808,19.966666666666665,32.92619047619048,12.033333333333333,2.7,1.6166666666666667,30.001190476190477,18.909523809523808,3.5416666666666665
19300,"Daphne-Fairhope-Foley, AL",810,478,332,16.71230158730159,93.7813492063492,60.69801587301587,53.307539682539684,23.01111111111111,41.84920634920635,43.189682539682536,19.41190476190476,4.1345238095238095,4.934523809523809,58.14801587301587,53.5218253968254,5.3
19340,"Davenport-Moline-Rock Island, IA-IL",1364,864,500,22.5515873015873,145.63730158730158,132.66944444444445,69.3952380952381,78.71944444444445,95.5813492063492,59.268253968253966,45.400396825396825,3.533333333333333,29.40714285714286,80.3813492063492,82.53253968253968,18.922619047619047
19430,"Dayton-Kettering-Beavercreek, OH",3415,2405,1010,80.67146464646464,424.75479797979796,429.0678932178932,251.10321067821067,183.50598845598844,197.1786075036075,194.1051948051948,114.65955988455988,15.351190476190476,81.99920634920635,195.39170274170274,169.49765512265512,67.71352813852813
19460,"Decatur, AL",279,156,123,8.369047619047619,26.470238095238095,20.05595238095238,15.291666666666666,7.946428571428571,16.553571428571427,17.770238095238096,10.511904761904761,1.7261904761904763,0.39285714285714285,14.008333333333333,14.520238095238096,2.3833333333333333
19500,"Decatur, IL",311,218,93,10.586904761904762,37.66309523809524,39.00119047619047,17.34642857142857,14.983333333333333,23.79642857142857,16.113095238095237,8.50952380952381,0.0,3.283333333333333,20.24642857142857,24.270238095238096,2.2
19660,"Deltona-Daytona Beach-Ormond Beach, FL",1900,1344,556,32.708730158730155,275.03809523809525,173.27142857142857,168.7253968253968,63.9984126984127,118.11190476190475,107.49404761904762,58.099603174603175,23.892857142857142,26.151587301587302,136.08928571428572,136.15873015873015,24.259920634920636
19740,"Denver-Aurora-Centennial, CO",27863,17317,10546,427.40090187590187,3465.4794733044732,4286.399711399711,1126.737012987013,1184.4751082251082,798.3326479076479,1031.850505050505,552.8067821067821,202.60436507936507,674.2171717171717,1227.9874098124099,1881.0468975468975,457.662012987013
19780,"Des Moines-West Des Moines, IA",5295,2790,2505,57.3281746031746,612.7031746031746,527.4353174603175,178.39444444444445,276.4404761904762,181.7079365079365,194.17460317460316,123.76865079365079,19.187301587301587,84.70238095238095,243.58412698412698,219.19722222222222,71.37619047619047
19820,"Detroit-Warren-Dearborn, MI",25457,21277,4180,527.3183538683538,3905.3186063936064,3861.630907980908,1637.4134476634476,1586.8994866244866,1579.4427766677766,1349.0384115884115,1062.3370768120767,348.1484765234765,870.2960234210234,1862.0971778221779,2052.037654012654,635.0216006216007
20020,"Dothan, AL",409,275,134,10.895238095238096,49.078968253968256,28.533730158730158,30.389285714285712,19.04047619047619,21.16706349206349,25.44325396825397,18.65753968253968,3.5095238095238095,0.6666666666666666,42.27896825396825,21.27261904761905,4.066666666666666
20100,"Dover, DE",452,253,199,9.427777777777777,50.53015873015873,40.46349206349206,20.03015873015873,21.763492063492063,12.513492063492063,20.627777777777776,5.794444444444444,0.8611111111111112,4.75,39.30238095238095,22.652380952380952,4.283333333333333
20220,"Dubuque, IA",278,164,114,6.542857142857143,28.81031746031746,23.434126984126983,13.370238095238095,11.657936507936508,14.976984126984126,15.334126984126984,15.668650793650793,0.16666666666666666,2.192857142857143,10.693650793650793,16.036507936507935,5.115079365079365
20260,"Duluth, MN-WI",858,515,343,11.135714285714286,94.96309523809524,80.99642857142857,51.444047619047616,45.30357142857143,47.14404761904762,50.403571428571425,22.154761904761905,0.5,4.819047619047619,46.09880952380952,54.30357142857143,5.733333333333333
20500,"Durham-Chapel Hill, NC",4234,2168,2066,38.85642135642136,396.1718975468975,475.09689754689754,207.69094516594515,137.49289321789323,127.27070707070706,136.88261183261184,65.05638528138527,38.28376623376624,139.9492424242424,185.24570707070706,175.65642135642136,44.3461038961039
20580,"Eagle Pass, TX",74,60,14,0.30952380952380953,7.171825396825397,4.944444444444445,11.921825396825396,1.0595238095238095,1.3051587301587302,7.671825396825397,4.152777777777778,3.328968253968254,0.0,15.338492063492064,1.7956349206349207,1.0
20740,"Eau Claire, WI",460,283,177,15.769047619047619,46.57738095238095,45.76785714285714,29.13452380952381,19.742857142857144,23.867857142857144,21.377380952380953,15.617857142857142,0.3333333333333333,3.1333333333333333,29.277380952380952,27.33452380952381,5.066666666666666
20940,"El Centro, CA",186,120,66,1.9166666666666665,26.116666666666667,12.866666666666667,22.266666666666666,6.683333333333334,8.683333333333334,14.083333333333334,2.4833333333333334,5.583333333333333,1.3333333333333333,6.883333333333333,8.5,2.6
21340,"El Paso, TX",1866,1461,405,34.03455988455988,228.63062770562772,176.8449134199134,285.148088023088,101.40562770562771,90.42662337662337,121.58538961038961,39.83896103896104,99.63856421356421,15.179834054834055,138.20999278499278,97.45165945165945,32.60515873015873
21060,"Elizabethtown, KY",320,188,132,5.959126984126984,34.453968253968256,17.01547619047619,26.734920634920634,7.979761904761904,19.51111111111111,19.090476190476192,14.885714285714286,0.6428571428571428,1.3777777777777778,23.077777777777776,16.11547619047619,1.1555555555555554
21140,"Elkhart-Goshen, IN",436,290,146,10.46547619047619,43.042857142857144,54.73452380952381,24.641666666666666,16.38095238095238,36.95,24.825,14.78452380952381,4.283333333333333,3.695238095238095,18.24047619047619,34.80952380952381,3.1464285714285714
21300,"Elmira, NY",253,158,95,2.7333333333333334,32.259523809523806,18.476190476190474,8.716666666666667,9.242857142857142,14.326190476190476,15.116666666666667,9.2,1.0,3.95,16.25952380952381,22.159523809523808,4.559523809523809
21420,"Enid, OK",218,164,54,6.66075036075036,31.569588744588746,25.418398268398267,15.82113997113997,5.786652236652237,21.51244588744589,18.19339826839827,6.387049062049062,2.3553030303030305,0.9428571428571428,13.177922077922078,11.929112554112555,4.2453823953823955
